text	label	edu1_idx	edu2_idx	file
spk2: does the robber do anything [SEP] spk2: like, if that resource comes up	Elaboration	2	5	pilot01_8
spk2: like, if that resource comes up [SEP] spk1: When he is in a hex	Question_answer_pair	5	7	pilot01_8
spk1: When he is in a hex [SEP] spk2: ah	Acknowledgement	7	9	pilot01_8
spk1: yeah, [SEP] spk1: so 8 won't get you wheat now	Explanation	10	11	pilot01_8
spk2: like, if that resource comes up [SEP] spk2: will you not get it or something?	Conditional	5	6	pilot01_8
spk3: discard? [SEP] spk2: Well that was upsetting.	Comment	0	1	pilot01_9
spk2: Well that was upsetting. [SEP] spk3: did you just lose four resources?	Clarification_question	1	2	pilot01_9
spk3: did you just lose four resources? [SEP] spk2: yes	Question_answer_pair	2	3	pilot01_9
spk2: yes [SEP] spk3: how?	Clarification_question	3	4	pilot01_9
spk2: Well that was upsetting. [SEP] spk2: Anyway. Bah.	Continuation	1	12	pilot01_9
spk2: My wheat! [SEP] spk3: I didn't want that wheat anyway	Contrast	13	14	pilot01_9
spk3: equally likely for all numbers? [SEP] spk3: Although I guess it depends on how the rolls are simulated	Contrast	17	18	pilot01_9
spk2: Anyone want anything for wood? [SEP] spk1: dont have any, sorry	Question_answer_pair	15	19	pilot01_9
spk3: oh [SEP] spk3: didn't know that was a thing	Explanation	9	10	pilot01_9
spk3: but [SEP] spk3: oh	Correction	8	9	pilot01_9
spk2: You are rolling 2 dice... [SEP] spk2: so there are more ways of rolling say an 8, rather than a 2	Result	23	24	pilot01_9
spk2: You are rolling 2 dice... [SEP] spk3: Yeah,	Acknowledgement	23	25	pilot01_9
spk2: Anyone want anything for wood? [SEP] spk2: So no wood anyone?	Continuation	15	28	pilot01_9
spk1: dont have any, sorry [SEP] spk2: okay	Acknowledgement	19	29	pilot01_9
spk2: So no wood anyone? [SEP] spk3: nope, sorry	Question_answer_pair	28	30	pilot01_9
spk2: it isn't [SEP] spk2: if it follows the proper game.	Conditional	21	22	pilot01_9
spk2: if it follows the proper game. [SEP] spk2: You are rolling 2 dice...	Explanation	22	23	pilot01_9
spk3: equally likely for all numbers? [SEP] spk2: Nah	Question_answer_pair	17	20	pilot01_9
spk1: rolled a 7 [SEP] spk2: Had too many cards when a 7 came up	Continuation	5	6	pilot01_9
spk3: how? [SEP] spk1: rolled a 7	Question_answer_pair	4	5	pilot01_9
spk1: rolled a 7 [SEP] spk3: yeah,	Acknowledgement	5	7	pilot01_9
spk2: Anyway. Bah. [SEP] spk2: Anyone want anything for wood?	Continuation	12	15	pilot01_9
spk2: seeing as no one is rolling 8's despite it being really likely. [SEP] spk3: equally likely for all numbers?	Clarification_question	16	17	pilot01_9
spk2: So no wood anyone? [SEP] spk2: okay	Question_answer_pair	28	29	pilot01_9
spk3: I mean if it's actually rolling two dice [SEP] spk3: then there are more 8's tha- well, yeha	Conditional	26	27	pilot01_9
spk3: Yeah, [SEP] spk3: I mean if it's actually rolling two dice	Elaboration	25	26	pilot01_9
spk2: Nah [SEP] spk2: if it follows the proper game.	Elaboration	20	22	pilot01_9
spk3: yeah, [SEP] spk3: but	Contrast	7	8	pilot01_9
spk3: didn't know that was a thing [SEP] spk2: I think it's over 7?	Clarification_question	10	11	pilot01_9
spk2: Anyway. Bah. [SEP] spk2: My wheat!	Elaboration	12	13	pilot01_9
spk2: Anyone want anything for wood? [SEP] spk2: seeing as no one is rolling 8's despite it being really likely.	Background	15	16	pilot01_9
spk2: does anyone have any wood they would be willing to trade for? [SEP] spk1: Not	Question_answer_pair	0	1	pilot01_10
spk1: Not [SEP] spk1: until people start rolling 8's :P	Elaboration	1	2	pilot01_10
spk2: good roll that [SEP] spk1: Yes, that was a good roll for you.	Comment	0	5	pilot01_11
spk1: Sorry, [SEP] spk1: boss walked in	Explanation	2	3	pilot01_11
spk1: Sorry, [SEP] spk2: np	Acknowledgement	2	4	pilot01_11
spk2: good roll that [SEP] spk1: Sorry,	Background	0	2	pilot01_11
spk2: good roll that [SEP] spk2: thanks	Comment	0	1	pilot01_11
spk3: how do those resource tiles in the water work [SEP] spk2: If you have a settlement on them	Question_answer_pair	0	1	pilot01_12
spk2: If you have a settlement on them [SEP] spk3: I thought that was the number ones	Contrast	1	3	pilot01_12
spk3: I thought that was the number ones [SEP] spk2: the 3:1 means you can trade 3 of anything to 1 of anything	Explanation	3	4	pilot01_12
spk2: the 3:1 means you can trade 3 of anything to 1 of anything [SEP] spk3: what about the other ones	Clarification_question	4	5	pilot01_12
spk3: what about the other ones [SEP] spk2: The resource ones -I think- mean you can trade 2 of any of that item to 1 of anything else	Question_answer_pair	5	6	pilot01_12
spk2: The resource ones -I think- mean you can trade 2 of any of that item to 1 of anything else [SEP] spk3: ah, that's pretty good	Acknowledgement	6	7	pilot01_12
spk2: The resource ones -I think- mean you can trade 2 of any of that item to 1 of anything else [SEP] spk2: But I might have that the wrong way around	Contrast	6	8	pilot01_12
spk1: anyone have any wood? [SEP] spk3: nope, sorry	Question_answer_pair	9	10	pilot01_12
spk1: anyone have any wood? [SEP] spk2: I think we are all looking for it!	Question_answer_pair	9	11	pilot01_12
spk3: nope, sorry [SEP] spk2: I think we are all looking for it!	Comment	10	11	pilot01_12
spk3: how do those resource tiles in the water work [SEP] spk1: anyone have any wood?	Continuation	0	9	pilot01_12
spk2: If you have a settlement on them [SEP] spk2: you can get better trades	Conditional	1	2	pilot01_12
spk3: anyone need wheat? [SEP] spk2: Really not,	Question_answer_pair	2	3	pilot01_13
spk2: Really not, [SEP] spk2: sorry.	Comment	3	4	pilot01_13
spk3: more wheat, [SEP] spk3: great	Comment	0	1	pilot01_13
spk3: anyone need wheat? [SEP] spk3: rennoc?	Q_Elab	2	5	pilot01_13
spk3: rennoc? [SEP] spk1: I'm fine for wheat at the mo	Question_answer_pair	5	6	pilot01_13
spk3: more wheat, [SEP] spk3: anyone need wheat?	Result	0	2	pilot01_13
spk3: null needs to discard? [SEP] spk3: I'm guessing that's rennoc	Question_answer_pair	0	1	pilot01_14
spk3: null needs to discard? [SEP] spk2: Oh... I can't move the robber?	Result	0	2	pilot01_14
spk2: Oh... I can't move the robber? [SEP] spk3: you've moved it already?	Clarification_question	2	3	pilot01_14
spk3: you've moved it already? [SEP] spk2: No, that was for a soldier card	Clarification_question	3	4	pilot01_14
spk2: No, that was for a soldier card [SEP] spk3: oh	Acknowledgement	4	5	pilot01_14
spk2: Oh... I can't move the robber? [SEP] spk3: it says null needs to discard,	Explanation	2	6	pilot01_14
spk3: it says null needs to discard, [SEP] spk3: I think it's a bug	Explanation	6	7	pilot01_14
spk1: Does it work now? [SEP] spk2: yes, fixed	Acknowledgement	9	10	pilot01_14
spk3: I think it's a bug [SEP] spk3: it's still counting rennoc as having over 7 resources	Explanation	7	8	pilot01_14
spk3: it says null needs to discard, [SEP] spk1: Does it work now?	Clarification_question	6	9	pilot01_14
spk3: now I can trade you ore or wood, [SEP] spk3: need either?	Q_Elab	1	2	pilot01_15
spk3: Ok [SEP] spk2: Well looks like you have stuff now Dave :P	Comment	0	3	pilot01_15
spk2: Ore would be good. [SEP] spk3: 1 ore for 1 sheep it is	Result	4	5	pilot01_15
spk1: can I have some wood dave? [SEP] spk3: what have you got to trade?	Q_Elab	6	7	pilot01_15
spk3: what have you got to trade? [SEP] spk1: sheep	Question_answer_pair	7	8	pilot01_15
spk1: sheep [SEP] spk3: I guess I can use two sheep	Acknowledgement	8	9	pilot01_15
spk3: yeah, [SEP] spk3: go ahead	Continuation	10	11	pilot01_15
spk3: yeah, [SEP] spk1: i only have one sheep	Contrast	10	12	pilot01_15
spk2: well you have no way of getting them yourself yet [SEP] spk3: true	Acknowledgement	13	14	pilot01_15
spk3: yeah, [SEP] spk3: i mean I'll still trade with tomm	Explanation	15	16	pilot01_15
spk3: i mean I'll still trade with tomm [SEP] spk3: after this trade	Background	16	17	pilot01_15
spk3: I guess I can use two sheep [SEP] spk2: well you have no way of getting them yourself yet	Comment	9	13	pilot01_15
spk1: i only have one sheep [SEP] spk3: yeah,	Correction	12	15	pilot01_15
spk1: ...oh [SEP] spk2: little colour ticky boxes	Comment	19	20	pilot01_15
spk2: little colour ticky boxes [SEP] spk2: Really easy to miss,	Elaboration	20	21	pilot01_15
spk2: Really easy to miss, [SEP] spk2: I did that too.	Result	21	22	pilot01_15
spk1: cool, thanks :) [SEP] spk3: np	Comment	23	24	pilot01_15
spk3: Ok [SEP] spk3: now I can trade you ore or wood,	Continuation	0	1	pilot01_15
spk3: Ok [SEP] spk2: Ore would be good.	Question_answer_pair	0	4	pilot01_15
spk3: Ok [SEP] spk1: can I have some wood dave?	Q_Elab	0	6	pilot01_15
spk3: yeah, [SEP] spk3: wrong person	Correction	15	18	pilot01_15
spk3: wrong person [SEP] spk1: ...oh	Acknowledgement	18	19	pilot01_15
spk3: yeah, [SEP] spk1: cool, thanks :)	Acknowledgement	15	23	pilot01_15
spk3: I guess I can use two sheep [SEP] spk3: yeah,	Result	9	10	pilot01_15
spk3: trade? [SEP] spk2: Oh, so now Davetopia makes with the niceties?	Comment	1	3	pilot01_16
spk3: well you didn't have wood then [SEP] spk2: Snigger.	Comment	6	7	pilot01_16
spk1: anone have sheep [SEP] spk2: Sadly still no sheep :(	Question_answer_pair	12	14	pilot01_16
spk3: got wood? [SEP] spk1: nope	Question_answer_pair	19	21	pilot01_16
spk3: wheat?:D [SEP] spk2: Pfft, your pots are of no use.	Question_answer_pair	10	13	pilot01_16
spk2: Pfft, your pots are of no use. [SEP] spk3: wheat then?	Q_Elab	13	15	pilot01_16
spk3: wheat then? [SEP] spk2: Talk to rennoc first,	Background	15	16	pilot01_16
spk2: Talk to rennoc first, [SEP] spk2: it's his go :p	Explanation	16	17	pilot01_16
spk2: Talk to rennoc first, [SEP] spk1: yeah sure, could do with some wheat	Result	16	18	pilot01_16
spk3: wheat then? [SEP] spk1: yeah sure, could do with some wheat	Question_answer_pair	15	18	pilot01_16
spk1: yeah sure, could do with some wheat [SEP] spk3: got wood?	Q_Elab	18	19	pilot01_16
spk2: Still snigger. [SEP] spk3: heh	Comment	20	22	pilot01_16
spk1: nope [SEP] spk3: that's all I'm interested in, sorry :(	Result	21	23	pilot01_16
spk2: Dave - how many wheat would you give for 1 wood? [SEP] spk3: I will give you one whole wheat	Question_answer_pair	24	25	pilot01_16
spk2: I must demand 2. [SEP] spk1: i would give you 2 clay?	Q_Elab	26	27	pilot01_16
spk1: i would give you 2 clay? [SEP] spk2: Rennoc, full of clay I'm afraid.	Question_answer_pair	27	32	pilot01_16
spk2: I must demand 2. [SEP] spk2: For the good of my people you understand	Explanation	26	28	pilot01_16
spk2: I must demand 2. [SEP] spk3: I must refuse, on principle	Question_answer_pair	26	29	pilot01_16
spk3: I must refuse, on principle [SEP] spk3: well, it depends	Correction	29	30	pilot01_16
spk3: well, it depends [SEP] spk3: we'll see	Continuation	30	31	pilot01_16
spk1: i would give you 2 clay? [SEP] spk2: depending on what you have	Q_Elab	27	34	pilot01_16
spk2: depending on what you have [SEP] spk1: well... I've got some really good quality clay.	Question_answer_pair	34	37	pilot01_16
spk1: well... I've got some really good quality clay. [SEP] spk2: Ah... we'll see when we get around to me, can bid for the wood.	Result	37	38	pilot01_16
spk3: ooh, wood [SEP] spk3: trade?	Result	0	1	pilot01_16
spk2: Snigger. [SEP] spk2: Tommville is amused by such base humour.	Explanation	7	8	pilot01_16
spk3: trade? [SEP] spk2: Anyway, what will you offer for wood?	Q_Elab	1	9	pilot01_16
spk2: Anyway, what will you offer for wood? [SEP] spk3: wheat?:D	Question_answer_pair	9	10	pilot01_16
spk3: trade? [SEP] spk1: anone have sheep	Q_Elab	1	12	pilot01_16
spk3: wheat then? [SEP] spk2: Dave - how many wheat would you give for 1 wood?	Q_Elab	15	24	pilot01_16
spk3: I will give you one whole wheat [SEP] spk2: I must demand 2.	Contrast	25	26	pilot01_16
spk3: we'll see [SEP] spk3: also if anyone rolls a seven	Parallel	31	35	pilot01_16
spk2: Oh, so now Davetopia makes with the niceties? [SEP] spk3: we are a fickle people	Question_answer_pair	3	4	pilot01_16
spk3: we are a fickle people [SEP] spk2: Where was all this decorum when we talked before?	Q_Elab	4	5	pilot01_16
spk2: Where was all this decorum when we talked before? [SEP] spk3: well you didn't have wood then	Question_answer_pair	5	6	pilot01_16
spk3: wheat?:D [SEP] spk3: or clay	Alternation	10	11	pilot01_16
spk3: also if anyone rolls a seven [SEP] spk3: I will never forgive them	Conditional	35	36	pilot01_16
spk3: got wood? [SEP] spk2: Still snigger.	Comment	19	20	pilot01_16
spk2: although I could offer you ore, Rennoc? [SEP] spk2: depending on what you have	Conditional	33	34	pilot01_16
spk3: ooh, wood [SEP] spk1: ok im back	Continuation	0	2	pilot01_16
spk2: Rennoc, full of clay I'm afraid. [SEP] spk2: depending on what you have	Contrast	32	34	pilot01_16
spk1: Oh great. [SEP] spk1: Sheep.	Elaboration	3	4	pilot01_17
spk2: that was my favourite sheep! [SEP] spk1: Worrying... >.>	Comment	6	7	pilot01_17
spk1: Oh great. [SEP] spk1: Don't have any of those.	Explanation	3	5	pilot01_17
spk1: Oh great. [SEP] spk2: that was my favourite sheep!	Comment	3	6	pilot01_17
spk2: really [SEP] spk1: Oh great.	Comment	0	3	pilot01_17
spk2: really [SEP] spk1: oh...	Comment	0	1	pilot01_17
spk2: really [SEP] spk2: reallllly	Elaboration	0	2	pilot01_17
spk3: um [SEP] spk2: pouty face.	Comment	0	1	pilot01_18
spk2: pouty face. [SEP] spk3: Still want to trade?	Q_Elab	1	2	pilot01_18
spk3: Only chose you [SEP] spk3: becasue you have three times the resources	Explanation	5	6	pilot01_18
spk3: and yeah, [SEP] spk3: sure	Elaboration	7	8	pilot01_18
spk3: actually, instead of sheep, [SEP] spk3: do you have any wood or clay?	Continuation	11	12	pilot01_18
spk3: uuuh [SEP] spk2: Ah, 'fraid not	Question_answer_pair	9	13	pilot01_18
spk2: Ah, 'fraid not [SEP] spk3: hmm	Acknowledgement	13	14	pilot01_18
spk3: uuuh [SEP] spk3: rennoc?	Q_Elab	9	16	pilot01_18
spk3: rennoc? [SEP] spk1: nope dont have either	Question_answer_pair	16	17	pilot01_18
spk3: and yeah, [SEP] spk3: I'm actually going to hold off on the trade for now,	Correction	7	18	pilot01_18
spk3: I'm actually going to hold off on the trade for now, [SEP] spk3: sorry	Comment	18	19	pilot01_18
spk3: I'm actually going to hold off on the trade for now, [SEP] spk2: Fair enough,	Acknowledgement	18	20	pilot01_18
spk2: Fair enough, [SEP] spk2: thought you might!	Explanation	20	21	pilot01_18
spk2: thought you might! [SEP] spk2: You did nick that sheep after all :p	Comment	21	22	pilot01_18
spk2: You did nick that sheep after all :p [SEP] spk3: well, it was revenge for earlier ^_^	Explanation	22	23	pilot01_18
spk3: well, it was revenge for earlier ^_^ [SEP] spk2: Which was revenge for you earlier.	Explanation	23	24	pilot01_18
spk2: Which was revenge for you earlier. [SEP] spk2: Ah, how this game goes back :p	Comment	24	25	pilot01_18
spk2: Ah, how this game goes back :p [SEP] spk2: Just gimmie the virtual dice,	Narration	25	26	pilot01_18
spk2: Just gimmie the virtual dice, [SEP] spk2: hehe	Comment	26	27	pilot01_18
spk3: I'm guessing there's no point in putting a city next to a desert [SEP] spk2: Not	Acknowledgement	28	29	pilot01_18
spk2: Not [SEP] spk3: :/	Comment	29	31	pilot01_18
spk3: and yeah, [SEP] spk2: on you go then	Acknowledgement	7	10	pilot01_18
spk2: Not [SEP] spk2: unless the other hexes are very likely to come up	Explanation	29	30	pilot01_18
spk3: I'm actually going to hold off on the trade for now, [SEP] spk3: I'm guessing there's no point in putting a city next to a desert	Continuation	18	28	pilot01_18
spk3: Still want to trade? [SEP] spk2: Yes,	Question_answer_pair	2	3	pilot01_18
spk2: do you still want to? [SEP] spk3: Only chose you	Explanation	4	5	pilot01_18
spk2: do you still want to? [SEP] spk3: and yeah,	Question_answer_pair	4	7	pilot01_18
spk2: Ah, 'fraid not [SEP] spk2: Until someone rolls a 4	Background	13	15	pilot01_18
spk3: Only chose you [SEP] spk3: and yeah,	Continuation	5	7	pilot01_18
spk3: uuuh [SEP] spk3: actually, instead of sheep,	Continuation	9	11	pilot01_18
spk1: nope dont have either [SEP] spk3: I'm actually going to hold off on the trade for now,	Result	17	18	pilot01_18
spk2: Ah, 'fraid not [SEP] spk3: I'm actually going to hold off on the trade for now,	Result	13	18	pilot01_18
spk3: and yeah, [SEP] spk3: uuuh	Correction	7	9	pilot01_18
spk3: uuuh [SEP] spk3: I'm actually going to hold off on the trade for now,	Correction	9	18	pilot01_18
spk2: do you still want to? [SEP] spk3: uuuh	Q_Elab	4	9	pilot01_18
spk2: Yes, [SEP] spk2: do you still want to?	Continuation	3	4	pilot01_18
spk3: Still want to trade? [SEP] spk2: do you still want to?	Q_Elab	2	4	pilot01_18
spk1: You just nicked my wheat :P [SEP] spk1: Not going to buy it back	Result	1	2	pilot01_19
spk1: You just nicked my wheat :P [SEP] spk2: Want to buy it back? :D	Q_Elab	1	3	pilot01_19
spk1: Not going to buy it back [SEP] spk2: aw	Acknowledgement	2	4	pilot01_19
spk2: wheat for ore anyone? [SEP] spk1: You just nicked my wheat :P	Result	0	1	pilot01_19
spk2: wheat for wood anyone? [SEP] spk2: or a sheep	Alternation	0	1	pilot01_20
spk2: wheat for wood anyone? [SEP] spk1: sorry :/	Question_answer_pair	0	2	pilot01_20
spk3: wheat [SEP] spk3: I stole your wheat	Elaboration	0	1	pilot01_21
spk3: aand, I didn't mean to end that [SEP] spk2: Wait, who'd you steam from?	Clarification_question	2	3	pilot01_21
spk2: Wait, who'd you steam from? [SEP] spk3: rennoc	Question_answer_pair	3	4	pilot01_21
spk1: so i see. [SEP] spk1: i am now utterly wheatless	Elaboration	6	7	pilot01_21
spk2: Oh, that's harsh. [SEP] spk2: one sec	Continuation	9	10	pilot01_21
spk3: wheat [SEP] spk3: hey, I know where you can get some good wheat	Result	0	12	pilot01_21
spk3: hey, I know where you can get some good wheat [SEP] spk3: but seriously, want to trade for some wheat?	Continuation	12	13	pilot01_21
spk3: hey, I know where you can get some good wheat [SEP] spk2: where goes the robber?	Clarification_question	12	14	pilot01_21
spk2: where goes the robber? [SEP] spk3: hasn't been moved yet	Question_answer_pair	14	15	pilot01_21
spk2: bah, phone, brb. [SEP] spk2: Hey!	Comment	16	17	pilot01_21
spk3: hasn't been moved yet [SEP] spk2: bah, phone, brb.	Background	15	16	pilot01_21
spk2: Hey! [SEP] spk2: :p	Comment	17	18	pilot01_21
spk2: :p [SEP] spk3: heh	Comment	18	19	pilot01_21
spk3: wwait [SEP] spk3: maybe you?	Continuation	5	8	pilot01_21
spk3: rennoc [SEP] spk3: wwait	Correction	4	5	pilot01_21
spk3: wwait [SEP] spk2: Oh, that's harsh.	Comment	5	9	pilot01_21
spk3: wwait [SEP] spk3: nah, it was rennoc	Correction	5	11	pilot01_21
spk3: rennoc [SEP] spk1: so i see.	Result	4	6	pilot01_21
spk3: I stole your wheat [SEP] spk3: aand, I didn't mean to end that	Comment	1	2	pilot01_21
spk3: wwwhat [SEP] spk3: oh, right	Question_answer_pair	0	1	pilot01_22
spk3: oh, right [SEP] spk3: ^_^	Comment	1	2	pilot01_22
spk3: wwwhat [SEP] spk2: Woo! Settlement!	Continuation	0	3	pilot01_22
spk2: Woo! Settlement! [SEP] spk3: ha, congrats	Comment	3	4	pilot01_22
spk2: Woo! Settlement! [SEP] spk3: good game	Acknowledgement	3	5	pilot01_22
spk3: good game [SEP] spk2: Hehe, it was fun, thanks.	Acknowledgement	5	6	pilot01_22
spk2: Hehe, it was fun, thanks. [SEP] spk2: I think I got very lucky getting to the sheep port	Elaboration	6	7	pilot01_22
spk3: I spent far too long at the start building pointless roads, [SEP] spk3: I wasn't 100% sure where I could build s	Explanation	8	9	pilot01_22
spk2: I think I got very lucky getting to the sheep port [SEP] spk3: I spent far too long at the start building pointless roads,	Parallel	7	8	pilot01_22
spk2: I think I got very lucky getting to the sheep port [SEP] spk2: 24 sheep :o	Elaboration	7	10	pilot01_22
spk2: 24 sheep :o [SEP] spk3: haha	Comment	10	11	pilot01_22
